jd_text,cv_text,score
"**Junior Software Engineer**

We are seeking a highly motivated Junior Software Engineer to join our dynamic development team. You will contribute to building innovative applications, utilizing your skills in Java (Spring Boot) and C# (ASP.NET MVC), while also exploring opportunities in Python-based deep learning projects using TensorFlow/Keras. Ideal candidates possess strong foundational programming skills, experience with databases like MySQL, and proficiency in Git. This role offers significant learning and growth within a collaborative tech environment.","ID: CV_38.json
Role: 
Skills: Machine Learning, Transformers, Data Preprocessing, Tokenization, Embedding, Classification, Seq2seq, Image Captioning, Model Fine-tuning, Python, Java, C, JavaScript, Node.js, SpringBoot, Angular, MySQL, MongoDB, Firebase, Natural Language Processing, Computer Vision
Exp: 0 years.",0.9
"**Junior Software Engineer**

We are seeking a highly motivated Junior Software Engineer to join our dynamic development team. You will contribute to building innovative applications, utilizing your skills in Java (Spring Boot) and C# (ASP.NET MVC), while also exploring opportunities in Python-based deep learning projects using TensorFlow/Keras. Ideal candidates possess strong foundational programming skills, experience with databases like MySQL, and proficiency in Git. This role offers significant learning and growth within a collaborative tech environment.","ID: CV_12.json
Role: Backend Developer, WordPress PHP Developer
Skills: PHP, WordPress, MySQL, SEO, Ajax, Scrum Agile, ACF Pro, WPBakery, Elementor, JavaScript, HTML5, CSS3, FileZilla, GitLab, Yoast SEO
Exp: 0 years.",0.3
"**Junior Software Engineer**

We are seeking a highly motivated Junior Software Engineer to join our dynamic development team. You will contribute to building innovative applications, utilizing your skills in Java (Spring Boot) and C# (ASP.NET MVC), while also exploring opportunities in Python-based deep learning projects using TensorFlow/Keras. Ideal candidates possess strong foundational programming skills, experience with databases like MySQL, and proficiency in Git. This role offers significant learning and growth within a collaborative tech environment.","ID: CV_78.json
Role: App Developer Intern, Software Engineer Intern
Skills: Flutter, Dart, Firebase, Android Native, Java, MySQL, Python, FastAPI, HTML, CSS, Programming, Databases, Application Development, Cross-platform Development
Exp: 0 years.",0.7
"**Junior Software Engineer**

We are seeking a highly motivated Junior Software Engineer to join our dynamic development team. You will contribute to building innovative applications, utilizing your skills in Java (Spring Boot) and C# (ASP.NET MVC), while also exploring opportunities in Python-based deep learning projects using TensorFlow/Keras. Ideal candidates possess strong foundational programming skills, experience with databases like MySQL, and proficiency in Git. This role offers significant learning and growth within a collaborative tech environment.","ID: CV_25.json
Role: Fullstack Developer, Frontend Developer, Researcher
Skills: Dart, Python, Java, JavaScript, SQL, C++, C#, HTML/CSS, Flutter, Node.js, Firebase, Google Cloud APIs, Git, Android Studio, UI Design
Exp: 1 years.",0.9
"**Junior Software Engineer**

We are seeking a highly motivated Junior Software Engineer to join our dynamic development team. You will contribute to building innovative applications, utilizing your skills in Java (Spring Boot) and C# (ASP.NET MVC), while also exploring opportunities in Python-based deep learning projects using TensorFlow/Keras. Ideal candidates possess strong foundational programming skills, experience with databases like MySQL, and proficiency in Git. This role offers significant learning and growth within a collaborative tech environment.","ID: CV_1.json
Role: Software Engineer, Backend Developer, Team Leader
Skills: Flutter, Python, Node.js, Java, MongoDB, MySQL, Firebase, SQL Server, RESTful APIs, WebSocket, Microservices, MVC, Git, Agile/Scrum, Problem-solving
Exp: 2 years.",0.8
"**Junior Software Engineer**

We are seeking a highly motivated Junior Software Engineer to join our dynamic development team. You will contribute to building innovative applications, utilizing your skills in Java (Spring Boot) and C# (ASP.NET MVC), while also exploring opportunities in Python-based deep learning projects using TensorFlow/Keras. Ideal candidates possess strong foundational programming skills, experience with databases like MySQL, and proficiency in Git. This role offers significant learning and growth within a collaborative tech environment.","ID: CV_54.json
Role: Full-stack Developer, Web Developer
Skills: HTML, CSS, Tailwind CSS, Bootstrap, React, Redux, Axios, Node.js, Express.js, JWT, Postman, JavaScript, Java, MySQL, Spring Boot
Exp: 0 years.",0.7
"**Machine Learning Intern**

We're seeking a highly motivated Machine Learning Intern to join our innovative AI team. Ideal for a Computer Science student graduating in 2025 with a strong passion for AI/ML. You'll apply Python, PyTorch, and MySQL skills to assist in developing and optimizing models, data processing, and algorithm implementation (RS-GAN). Excellent problem-solving, teamwork, and self-discipline are essential. This role offers hands-on experience in cutting-edge projects, perfect for launching your career in AI. Strong English communication preferred.","ID: CV_20.json
Role: Business Staff
Skills: Python, SQL, JavaScript, Java, C#, HTML, CSS, Node.js, Classic Machine Learning, Business Intelligence, Enterprise Information System Management
Exp: 1 years.",0.3
"**Machine Learning Intern**

We're seeking a highly motivated Machine Learning Intern to join our innovative AI team. Ideal for a Computer Science student graduating in 2025 with a strong passion for AI/ML. You'll apply Python, PyTorch, and MySQL skills to assist in developing and optimizing models, data processing, and algorithm implementation (RS-GAN). Excellent problem-solving, teamwork, and self-discipline are essential. This role offers hands-on experience in cutting-edge projects, perfect for launching your career in AI. Strong English communication preferred.","ID: CV_44.json
Role: Software Developer, Leader
Skills: OOP, HTML, CSS, JavaScript, PHP, Node.js, MySQL, MongoDB, Restful API, SVN, GIT, React, Tailwind CSS, Vite, Express, Docker, Nginx, Dart, Flutter, .NET
Exp: 0 years.",0.0
"**Machine Learning Intern**

We're seeking a highly motivated Machine Learning Intern to join our innovative AI team. Ideal for a Computer Science student graduating in 2025 with a strong passion for AI/ML. You'll apply Python, PyTorch, and MySQL skills to assist in developing and optimizing models, data processing, and algorithm implementation (RS-GAN). Excellent problem-solving, teamwork, and self-discipline are essential. This role offers hands-on experience in cutting-edge projects, perfect for launching your career in AI. Strong English communication preferred.","ID: CV_36.json
Role: Tester, Software Tester
Skills: Manual Testing, Test Case Writing, Test Plan Writing, Software Testing Life Cycle (STLC), Software Development Life Cycle (SDLC), Bug Reporting, SQL, HTML, CSS, Automation Fundamentals
Exp: 0 years.",0.0
"**Machine Learning Intern**

We're seeking a highly motivated Machine Learning Intern to join our innovative AI team. Ideal for a Computer Science student graduating in 2025 with a strong passion for AI/ML. You'll apply Python, PyTorch, and MySQL skills to assist in developing and optimizing models, data processing, and algorithm implementation (RS-GAN). Excellent problem-solving, teamwork, and self-discipline are essential. This role offers hands-on experience in cutting-edge projects, perfect for launching your career in AI. Strong English communication preferred.","ID: CV_65.json
Role: Mobile Developer
Skills: Flutter, NestJS, React Native, React, Dart, JavaScript, TypeScript, Java, SQLite, GetX, Provider, Riverpod, UI Design, Backend Development, Team Leadership
Exp: 0 years.",0.0
"**Machine Learning Intern**

We're seeking a highly motivated Machine Learning Intern to join our innovative AI team. Ideal for a Computer Science student graduating in 2025 with a strong passion for AI/ML. You'll apply Python, PyTorch, and MySQL skills to assist in developing and optimizing models, data processing, and algorithm implementation (RS-GAN). Excellent problem-solving, teamwork, and self-discipline are essential. This role offers hands-on experience in cutting-edge projects, perfect for launching your career in AI. Strong English communication preferred.","ID: CV_4.json
Role: Software Engineer, AI Engineer, Data Engineer, Computer Vision Engineer
Skills: Python, Java, C#, C/C++, PyTorch, TensorFlow, OpenCV, Hadoop, MapReduce, Git, MySQL, MS SQL Server, MongoDB, Problem-solving, Critical thinking
Exp: 1 years.",1.0
"**Machine Learning Intern**

We're seeking a highly motivated Machine Learning Intern to join our innovative AI team. Ideal for a Computer Science student graduating in 2025 with a strong passion for AI/ML. You'll apply Python, PyTorch, and MySQL skills to assist in developing and optimizing models, data processing, and algorithm implementation (RS-GAN). Excellent problem-solving, teamwork, and self-discipline are essential. This role offers hands-on experience in cutting-edge projects, perfect for launching your career in AI. Strong English communication preferred.","ID: CV_17.json
Role: Backend Developer, Lead Backend
Skills: JavaScript, Java, Python, C/C++, Node.js, Spring Boot, React.js, Docker, Nginx, MySQL, MongoDB, Swagger, Git, AWS (EC2), Postman
Exp: 0 years.",0.3
"**Machine Learning Intern**

We're seeking a highly motivated Machine Learning Intern to join our innovative AI team. Ideal for a Computer Science student graduating in 2025 with a strong passion for AI/ML. You'll apply Python, PyTorch, and MySQL skills to assist in developing and optimizing models, data processing, and algorithm implementation (RS-GAN). Excellent problem-solving, teamwork, and self-discipline are essential. This role offers hands-on experience in cutting-edge projects, perfect for launching your career in AI. Strong English communication preferred.","ID: CV_69.json
Role: Programmer, Software Tester
Skills: Python, HTML, CSS, Javascript, SQL, IndexedDB, PostgreSQL, Prisma (ORM), Dexie.js, IntelliJ, Visual Studio, Visual Studio Code, PyCharm, Typescript, Teamwork
Exp: 0 years.",0.3
"**Machine Learning Intern**

We're seeking a highly motivated Machine Learning Intern to join our innovative AI team. Ideal for a Computer Science student graduating in 2025 with a strong passion for AI/ML. You'll apply Python, PyTorch, and MySQL skills to assist in developing and optimizing models, data processing, and algorithm implementation (RS-GAN). Excellent problem-solving, teamwork, and self-discipline are essential. This role offers hands-on experience in cutting-edge projects, perfect for launching your career in AI. Strong English communication preferred.","ID: CV_31.json
Role: 
Skills: Python, SQL, Ubuntu, Data Visualization, Data Analysis, Feature Engineering, Machine Learning, Natural Language Processing (NLP), Network Security
Exp: 0 years.",0.8
"**Machine Learning Intern**

We're seeking a highly motivated Machine Learning Intern to join our innovative AI team. Ideal for a Computer Science student graduating in 2025 with a strong passion for AI/ML. You'll apply Python, PyTorch, and MySQL skills to assist in developing and optimizing models, data processing, and algorithm implementation (RS-GAN). Excellent problem-solving, teamwork, and self-discipline are essential. This role offers hands-on experience in cutting-edge projects, perfect for launching your career in AI. Strong English communication preferred.","ID: CV_23.json
Role: Software Developer, Full-Stack Developer
Skills: Java, JavaScript, Spring Boot, Spring Cloud, React, Axon Framework, Microservices, CQRS, Event Sourcing, Docker, Kubernetes, Apache Kafka, MySQL, Git/GitHub, Keycloak
Exp: 0 years.",0.1
"**Machine Learning Intern**

We're seeking a highly motivated Machine Learning Intern to join our innovative AI team. Ideal for a Computer Science student graduating in 2025 with a strong passion for AI/ML. You'll apply Python, PyTorch, and MySQL skills to assist in developing and optimizing models, data processing, and algorithm implementation (RS-GAN). Excellent problem-solving, teamwork, and self-discipline are essential. This role offers hands-on experience in cutting-edge projects, perfect for launching your career in AI. Strong English communication preferred.","ID: CV_88.json
Role: Web Developer
Skills: HTML, CSS, Javascript, Jquery, Bootstrap, ReactJS, PHP, C#, Java, Spring Boot, ASP.NET, Node.js, Express, Docker
Exp: 0 years.",0.0
"**Network Support Intern**

We are seeking a highly motivated Network Support Intern to join our IT team. You will apply foundational knowledge of Subnetting, VLANs, VPN, DHCP, and DNS to assist with network operations. Responsibilities include supporting Cisco router/switch configurations, basic troubleshooting using Packet Tracer/GNS3, and managing Windows Server/Ubuntu environments. This is an ideal entry-level role for someone passionate about networking, eager to learn, and develop practical skills in a collaborative setting. Strong communication and problem-solving skills are essential.","ID: CV_50.json
Role: Intern
Skills: Java, Python, C, C#, PHP, SQL, Kotlin, HTML, CSS, ASP.NET Core, Java Spring, Android, Figma, MySQL, Git
Exp: 0 years.",0.0
"**Network Support Intern**

We are seeking a highly motivated Network Support Intern to join our IT team. You will apply foundational knowledge of Subnetting, VLANs, VPN, DHCP, and DNS to assist with network operations. Responsibilities include supporting Cisco router/switch configurations, basic troubleshooting using Packet Tracer/GNS3, and managing Windows Server/Ubuntu environments. This is an ideal entry-level role for someone passionate about networking, eager to learn, and develop practical skills in a collaborative setting. Strong communication and problem-solving skills are essential.","ID: CV_82.json
Role: 
Skills: English communication, Teamwork, Self-learning and quick adaptation, Time management
Exp: 0 years.",0.0
"**Network Support Intern**

We are seeking a highly motivated Network Support Intern to join our IT team. You will apply foundational knowledge of Subnetting, VLANs, VPN, DHCP, and DNS to assist with network operations. Responsibilities include supporting Cisco router/switch configurations, basic troubleshooting using Packet Tracer/GNS3, and managing Windows Server/Ubuntu environments. This is an ideal entry-level role for someone passionate about networking, eager to learn, and develop practical skills in a collaborative setting. Strong communication and problem-solving skills are essential.","ID: CV_68.json
Role: Cross-Platform Mobile Developer, Web Developer
Skills: C/C++, Java, Python, Dart, C#, Flutter, Unity, OOP, MVC, MVVM, REST API, MySQL, SQLite, Firebase, Git/GitHub
Exp: 0 years.",0.0
"**Network Support Intern**

We are seeking a highly motivated Network Support Intern to join our IT team. You will apply foundational knowledge of Subnetting, VLANs, VPN, DHCP, and DNS to assist with network operations. Responsibilities include supporting Cisco router/switch configurations, basic troubleshooting using Packet Tracer/GNS3, and managing Windows Server/Ubuntu environments. This is an ideal entry-level role for someone passionate about networking, eager to learn, and develop practical skills in a collaborative setting. Strong communication and problem-solving skills are essential.","ID: CV_53.json
Role: AI Engineer Intern, AI Engineer, Computer Vision Engineer, Machine Learning Engineer
Skills: Python, PyTorch, Scikit-learn, NumPy, Pandas, OpenCV, GPT-4o, YOLOv8, ChromaDB, Hybrid Search, FlagEmbedding, Deep Learning, Computer Vision, Large Language Models, Problem-Solving
Exp: 0 years.",0.0
"**Network Support Intern**

We are seeking a highly motivated Network Support Intern to join our IT team. You will apply foundational knowledge of Subnetting, VLANs, VPN, DHCP, and DNS to assist with network operations. Responsibilities include supporting Cisco router/switch configurations, basic troubleshooting using Packet Tracer/GNS3, and managing Windows Server/Ubuntu environments. This is an ideal entry-level role for someone passionate about networking, eager to learn, and develop practical skills in a collaborative setting. Strong communication and problem-solving skills are essential.","ID: CV_89.json
Role: 
Skills: Python, Java, C#, Scikit-learn, TensorFlow, PyTorch, MySQL, SQL Server, Docker, Google Colab, Kaggle, Teamwork, Team Leadership, Time Management, Problem Solving
Exp: 0 years.",0.3
"**Network Support Intern**

We are seeking a highly motivated Network Support Intern to join our IT team. You will apply foundational knowledge of Subnetting, VLANs, VPN, DHCP, and DNS to assist with network operations. Responsibilities include supporting Cisco router/switch configurations, basic troubleshooting using Packet Tracer/GNS3, and managing Windows Server/Ubuntu environments. This is an ideal entry-level role for someone passionate about networking, eager to learn, and develop practical skills in a collaborative setting. Strong communication and problem-solving skills are essential.","ID: CV_78.json
Role: App Developer Intern, Software Engineer Intern
Skills: Flutter, Dart, Firebase, Android Native, Java, MySQL, Python, FastAPI, HTML, CSS, Programming, Databases, Application Development, Cross-platform Development
Exp: 0 years.",0.0
"**Network Support Intern**

We are seeking a highly motivated Network Support Intern to join our IT team. You will apply foundational knowledge of Subnetting, VLANs, VPN, DHCP, and DNS to assist with network operations. Responsibilities include supporting Cisco router/switch configurations, basic troubleshooting using Packet Tracer/GNS3, and managing Windows Server/Ubuntu environments. This is an ideal entry-level role for someone passionate about networking, eager to learn, and develop practical skills in a collaborative setting. Strong communication and problem-solving skills are essential.","ID: CV_1.json
Role: Software Engineer, Backend Developer, Team Leader
Skills: Flutter, Python, Node.js, Java, MongoDB, MySQL, Firebase, SQL Server, RESTful APIs, WebSocket, Microservices, MVC, Git, Agile/Scrum, Problem-solving
Exp: 2 years.",0.0
"**Network Support Intern**

We are seeking a highly motivated Network Support Intern to join our IT team. You will apply foundational knowledge of Subnetting, VLANs, VPN, DHCP, and DNS to assist with network operations. Responsibilities include supporting Cisco router/switch configurations, basic troubleshooting using Packet Tracer/GNS3, and managing Windows Server/Ubuntu environments. This is an ideal entry-level role for someone passionate about networking, eager to learn, and develop practical skills in a collaborative setting. Strong communication and problem-solving skills are essential.","ID: CV_88.json
Role: Web Developer
Skills: HTML, CSS, Javascript, Jquery, Bootstrap, ReactJS, PHP, C#, Java, Spring Boot, ASP.NET, Node.js, Express, Docker
Exp: 0 years.",0.0
"**Network Support Intern**

We are seeking a highly motivated Network Support Intern to join our IT team. You will apply foundational knowledge of Subnetting, VLANs, VPN, DHCP, and DNS to assist with network operations. Responsibilities include supporting Cisco router/switch configurations, basic troubleshooting using Packet Tracer/GNS3, and managing Windows Server/Ubuntu environments. This is an ideal entry-level role for someone passionate about networking, eager to learn, and develop practical skills in a collaborative setting. Strong communication and problem-solving skills are essential.","ID: CV_85.json
Role: Backend Developer Intern, Front-End Developer Intern
Skills: Java, Spring Boot, Python, Laravel, React, Data Structures and Algorithms, Object-Oriented Programming, MySQL, MongoDB, Git, Docker, FastAPI, Django, HTML, CSS
Exp: 0 years.",0.0
"**Network Support Intern**

We are seeking a highly motivated Network Support Intern to join our IT team. You will apply foundational knowledge of Subnetting, VLANs, VPN, DHCP, and DNS to assist with network operations. Responsibilities include supporting Cisco router/switch configurations, basic troubleshooting using Packet Tracer/GNS3, and managing Windows Server/Ubuntu environments. This is an ideal entry-level role for someone passionate about networking, eager to learn, and develop practical skills in a collaborative setting. Strong communication and problem-solving skills are essential.","ID: CV_80.json
Role: Computer Vision Engineer, Deep Learning Engineer, Algorithm Developer, Software Developer
Skills: Python, Java, C#, HTML, CSS, JavaScript, Git, VS Code, OpenCV, Computer Vision, Deep Learning, Object Detection, Sentiment Analysis, Transformers, Algorithms
Exp: 0 years.",0.0
"We are hiring a **Junior Full-stack Developer** passionate about building robust web applications. The ideal candidate will demonstrate strong skills in modern JavaScript frameworks like React/Next.js and Node.js (Nest/Express), coupled with database knowledge (MongoDB/PostgreSQL). Crucially, hands-on experience with Oracle ERP systems (e.g., Inventory, AP, AR) and reporting tools (BI Publisher, Form Builder) will be a significant asset. Join our agile team to develop cutting-edge solutions.","ID: CV_80.json
Role: Computer Vision Engineer, Deep Learning Engineer, Algorithm Developer, Software Developer
Skills: Python, Java, C#, HTML, CSS, JavaScript, Git, VS Code, OpenCV, Computer Vision, Deep Learning, Object Detection, Sentiment Analysis, Transformers, Algorithms
Exp: 0 years.",0.3
"We are hiring a **Junior Full-stack Developer** passionate about building robust web applications. The ideal candidate will demonstrate strong skills in modern JavaScript frameworks like React/Next.js and Node.js (Nest/Express), coupled with database knowledge (MongoDB/PostgreSQL). Crucially, hands-on experience with Oracle ERP systems (e.g., Inventory, AP, AR) and reporting tools (BI Publisher, Form Builder) will be a significant asset. Join our agile team to develop cutting-edge solutions.","ID: CV_35.json
Role: 
Skills: Python, JavaScript, Microsoft SQL Server, MongoDB, PostgreSQL, Communication, Critical Thinking, Problem-Solving, Teamwork, PyTorch, Hugging Face Transformers, TRL, Unsloth, TensorBoard
Exp: 0 years.",0.4
"We are hiring a **Junior Full-stack Developer** passionate about building robust web applications. The ideal candidate will demonstrate strong skills in modern JavaScript frameworks like React/Next.js and Node.js (Nest/Express), coupled with database knowledge (MongoDB/PostgreSQL). Crucially, hands-on experience with Oracle ERP systems (e.g., Inventory, AP, AR) and reporting tools (BI Publisher, Form Builder) will be a significant asset. Join our agile team to develop cutting-edge solutions.","ID: CV_69.json
Role: Programmer, Software Tester
Skills: Python, HTML, CSS, Javascript, SQL, IndexedDB, PostgreSQL, Prisma (ORM), Dexie.js, IntelliJ, Visual Studio, Visual Studio Code, PyCharm, Typescript, Teamwork
Exp: 0 years.",0.65
"We are hiring a **Junior Full-stack Developer** passionate about building robust web applications. The ideal candidate will demonstrate strong skills in modern JavaScript frameworks like React/Next.js and Node.js (Nest/Express), coupled with database knowledge (MongoDB/PostgreSQL). Crucially, hands-on experience with Oracle ERP systems (e.g., Inventory, AP, AR) and reporting tools (BI Publisher, Form Builder) will be a significant asset. Join our agile team to develop cutting-edge solutions.","ID: CV_5.json
Role: Flutter Developer, Mobile Developer
Skills: Dart, Java, JavaScript, Flutter, Riverpod, GetX, Provider, Firebase, MySQL, SQL Server, REST APIs, Retrofit, Hive, Git/GitHub, Android Studio, VS Code
Exp: 0 years.",0.35
"We are hiring a **Junior Full-stack Developer** passionate about building robust web applications. The ideal candidate will demonstrate strong skills in modern JavaScript frameworks like React/Next.js and Node.js (Nest/Express), coupled with database knowledge (MongoDB/PostgreSQL). Crucially, hands-on experience with Oracle ERP systems (e.g., Inventory, AP, AR) and reporting tools (BI Publisher, Form Builder) will be a significant asset. Join our agile team to develop cutting-edge solutions.","ID: CV_59.json
Role: IT Intern
Skills: Python, Java, C#, Kotlin, Firebase, MySQL, Git, OpenCV, Android Studio, Visual Studio, PySpark, Google Colab, Kaggle, TensorFlow, PyTorch
Exp: 0 years.",0.1
"We are hiring a **Junior Full-stack Developer** passionate about building robust web applications. The ideal candidate will demonstrate strong skills in modern JavaScript frameworks like React/Next.js and Node.js (Nest/Express), coupled with database knowledge (MongoDB/PostgreSQL). Crucially, hands-on experience with Oracle ERP systems (e.g., Inventory, AP, AR) and reporting tools (BI Publisher, Form Builder) will be a significant asset. Join our agile team to develop cutting-edge solutions.","ID: CV_51.json
Role: Backend Intern, Project Leader, Developer
Skills: C#, Java, .NET Core, Laravel, Android SDK, MSSQL, MySQL, Docker, Docker Compose, Git, RESTful API, JWT, EF Core, API Gateway
Exp: 0 years.",0.3
"We are hiring a **Junior Full-stack Developer** passionate about building robust web applications. The ideal candidate will demonstrate strong skills in modern JavaScript frameworks like React/Next.js and Node.js (Nest/Express), coupled with database knowledge (MongoDB/PostgreSQL). Crucially, hands-on experience with Oracle ERP systems (e.g., Inventory, AP, AR) and reporting tools (BI Publisher, Form Builder) will be a significant asset. Join our agile team to develop cutting-edge solutions.","ID: CV_90.json
Role: 
Skills: C Programming, Python Programming, Java Programming, Cisco Packet Tracer, EVE-NG, Network Design, Network Configuration, Network Security, IoT Product Design, Office Software, Teamwork, Eagerness to Learn, Cisco Networking
Exp: 0 years.",0.0
"We are hiring a **Junior Full-stack Developer** passionate about building robust web applications. The ideal candidate will demonstrate strong skills in modern JavaScript frameworks like React/Next.js and Node.js (Nest/Express), coupled with database knowledge (MongoDB/PostgreSQL). Crucially, hands-on experience with Oracle ERP systems (e.g., Inventory, AP, AR) and reporting tools (BI Publisher, Form Builder) will be a significant asset. Join our agile team to develop cutting-edge solutions.","ID: CV_3.json
Role: 
Skills: Python, Java, JavaScript, PyTorch, TensorFlow, Scikit-learn, HuggingFace Transformers, OpenCV, CNNs, YOLO, BERT, GPT, Pandas, NumPy, SQL
Exp: 0 years.",0.2
"We are hiring a **Junior Full-stack Developer** passionate about building robust web applications. The ideal candidate will demonstrate strong skills in modern JavaScript frameworks like React/Next.js and Node.js (Nest/Express), coupled with database knowledge (MongoDB/PostgreSQL). Crucially, hands-on experience with Oracle ERP systems (e.g., Inventory, AP, AR) and reporting tools (BI Publisher, Form Builder) will be a significant asset. Join our agile team to develop cutting-edge solutions.","ID: CV_75.json
Role: QA Analyst, Software Tester, Tester Trainee
Skills: Java, SQL, Black Box Testing, White Box Testing, API Testing, Selenium, Cucumber, JUnit, Jira, Git, Agile Scrum, Postman, SDLC, STLC, User Acceptance Testing
Exp: 2 years.",0.1
"We are hiring a **Junior Full-stack Developer** passionate about building robust web applications. The ideal candidate will demonstrate strong skills in modern JavaScript frameworks like React/Next.js and Node.js (Nest/Express), coupled with database knowledge (MongoDB/PostgreSQL). Crucially, hands-on experience with Oracle ERP systems (e.g., Inventory, AP, AR) and reporting tools (BI Publisher, Form Builder) will be a significant asset. Join our agile team to develop cutting-edge solutions.","ID: CV_71.json
Role: Research Assistant
Skills: Python, Java, PyTorch, Unsloth, Transformer, DeepSpeed, Elasticsearch, LangGraph, LangChain, Artificial Intelligence (AI), Natural Language Processing (NLP), Large Language Models (LLM), Data Collection, Data Preprocessing, Model Training
Exp: 0 years.",0.0
"**Junior Flutter Developer**

We are seeking a highly motivated Junior Flutter Developer to join our innovative team. This role is perfect for a final-year student or recent graduate passionate about building cross-platform mobile and web applications. You will contribute to developing new features and maintaining existing apps using Flutter, Dart, and Firebase. A solid understanding of OOP, MVC/MVVM, and database integration (Firebase, SQLite) is essential, along with strong problem-solving skills and a collaborative spirit.","ID: CV_88.json
Role: Web Developer
Skills: HTML, CSS, Javascript, Jquery, Bootstrap, ReactJS, PHP, C#, Java, Spring Boot, ASP.NET, Node.js, Express, Docker
Exp: 0 years.",0.0
"**Junior Flutter Developer**

We are seeking a highly motivated Junior Flutter Developer to join our innovative team. This role is perfect for a final-year student or recent graduate passionate about building cross-platform mobile and web applications. You will contribute to developing new features and maintaining existing apps using Flutter, Dart, and Firebase. A solid understanding of OOP, MVC/MVVM, and database integration (Firebase, SQLite) is essential, along with strong problem-solving skills and a collaborative spirit.","ID: CV_72.json
Role: Teaching Assistant, Programming Teacher
Skills: Python, Git, CI/CD, DevOps/SRE, MySQL, JavaScript, React, Java, Communication, Teamwork, Problem Solving
Exp: 4 years.",0.0
"**Junior Flutter Developer**

We are seeking a highly motivated Junior Flutter Developer to join our innovative team. This role is perfect for a final-year student or recent graduate passionate about building cross-platform mobile and web applications. You will contribute to developing new features and maintaining existing apps using Flutter, Dart, and Firebase. A solid understanding of OOP, MVC/MVVM, and database integration (Firebase, SQLite) is essential, along with strong problem-solving skills and a collaborative spirit.","ID: CV_56.json
Role: AI Developer, Data Engineer, Machine Learning Engineer, Deep Learning Engineer, NLP Engineer, Computer Vision Engineer
Skills: Python, PyTorch, TensorFlow, Scikit-learn, OpenCV, Hugging Face, Machine Learning, Deep Learning, Natural Language Processing, Computer Vision, Data Structures & Algorithms, SQL, Git, Transformer, Reinforcement Learning
Exp: 0 years.",0.0
"**Junior Flutter Developer**

We are seeking a highly motivated Junior Flutter Developer to join our innovative team. This role is perfect for a final-year student or recent graduate passionate about building cross-platform mobile and web applications. You will contribute to developing new features and maintaining existing apps using Flutter, Dart, and Firebase. A solid understanding of OOP, MVC/MVVM, and database integration (Firebase, SQLite) is essential, along with strong problem-solving skills and a collaborative spirit.","ID: CV_86.json
Role: AI Intern
Skills: Python, Java, Langchain, Pytorch, Chainlit, Gradio, Langgraph, Hugging Face, Unsloth, OpenCV, Scikit-learn, Pandas, SQLite, MongoDB, FastAPI
Exp: 0 years.",0.0
"**Junior Flutter Developer**

We are seeking a highly motivated Junior Flutter Developer to join our innovative team. This role is perfect for a final-year student or recent graduate passionate about building cross-platform mobile and web applications. You will contribute to developing new features and maintaining existing apps using Flutter, Dart, and Firebase. A solid understanding of OOP, MVC/MVVM, and database integration (Firebase, SQLite) is essential, along with strong problem-solving skills and a collaborative spirit.","ID: CV_12.json
Role: Backend Developer, WordPress PHP Developer
Skills: PHP, WordPress, MySQL, SEO, Ajax, Scrum Agile, ACF Pro, WPBakery, Elementor, JavaScript, HTML5, CSS3, FileZilla, GitLab, Yoast SEO
Exp: 0 years.",0.0
"**Junior Flutter Developer**

We are seeking a highly motivated Junior Flutter Developer to join our innovative team. This role is perfect for a final-year student or recent graduate passionate about building cross-platform mobile and web applications. You will contribute to developing new features and maintaining existing apps using Flutter, Dart, and Firebase. A solid understanding of OOP, MVC/MVVM, and database integration (Firebase, SQLite) is essential, along with strong problem-solving skills and a collaborative spirit.","ID: CV_37.json
Role: 
Skills: CCNA, Routing & Switching, VLANs, OSPF, NAT, ACLs, Windows Server, Ubuntu, Check Point R81, Fortigate, Python, MySQL, SQL Server, Wireshark, Docker
Exp: 0 years.",0.0
"**Junior Flutter Developer**

We are seeking a highly motivated Junior Flutter Developer to join our innovative team. This role is perfect for a final-year student or recent graduate passionate about building cross-platform mobile and web applications. You will contribute to developing new features and maintaining existing apps using Flutter, Dart, and Firebase. A solid understanding of OOP, MVC/MVVM, and database integration (Firebase, SQLite) is essential, along with strong problem-solving skills and a collaborative spirit.","ID: CV_11.json
Role: Software Tester, Software Developer
Skills: Test Case Design, Manual Testing, API Testing, SQL Database Testing, Java, C#, .Net, Dart, SQL, MongoDB, Git, GitHub, SDLC, STLC, Problem-Solving
Exp: 0 years.",0.7
"**Junior Flutter Developer**

We are seeking a highly motivated Junior Flutter Developer to join our innovative team. This role is perfect for a final-year student or recent graduate passionate about building cross-platform mobile and web applications. You will contribute to developing new features and maintaining existing apps using Flutter, Dart, and Firebase. A solid understanding of OOP, MVC/MVVM, and database integration (Firebase, SQLite) is essential, along with strong problem-solving skills and a collaborative spirit.","ID: CV_75.json
Role: QA Analyst, Software Tester, Tester Trainee
Skills: Java, SQL, Black Box Testing, White Box Testing, API Testing, Selenium, Cucumber, JUnit, Jira, Git, Agile Scrum, Postman, SDLC, STLC, User Acceptance Testing
Exp: 2 years.",0.1
